,0
10643,17432
10644,17443
10645,17468
10646,17506
10647,17519
10648,17532
10649,17538
10650,17573
10651,17578
10652,17666
10653,17675
10654,17695
10655,17735
10656,17744
10657,17814
10658,17838
10659,17845
10660,17951
10661,18013
10662,18064
10663,18096
10664,18106
10665,18244
10666,18246
10667,18309
10668,18310
10669,18333
10670,18374
10671,18378
10672,18457
10673,18496
10674,18501
10675,18546
10676,18579
10677,18584
10678,18656
10679,18690
10680,18731
10681,18829
10682,18897
10683,19020
10684,19023
10685,19129
10686,19272
10687,19292
10688,19298
10689,19413
10690,19427
10691,19434
10692,19461
10693,19504
10694,19587
10695,19589
10696,19642
10697,19649
10698,19694
10699,19705
10700,19718
10701,19790
10702,19805
10703,19812
10704,19836
10705,19879
10706,19882
10707,19892
10708,19968
10709,19969
10710,19978
10711,20094
10712,20122
10713,20151
10714,20153
10715,20165
10716,20179
10717,20215
10718,10034
10719,10126
10720,10262
10721,10341
10722,10344
10723,10369
10724,10533
10725,10617
10726,10648
10727,10672
10728,10745
10729,10864
10730,10935
10731,10963
10732,11038
10733,11137
10734,11242
10735,11245
10736,11404
10737,11501
10738,11571
10739,11620
10740,11712
10741,11785
10742,11786
10743,11828
10744,11861
10745,11886
10746,11975
10747,12025
10748,12061
10749,12081
10750,12087
10751,12097
10752,12149
10753,12186
10754,12252
10755,12417
10756,12549
10757,12669
10758,12674
10759,12681
10760,12703
10761,12821
10762,12858
10763,13083
10764,13089
10765,13134
10766,13147
10767,13279
10768,13296
10769,13363
10770,13419
10771,13501
10772,13566
10773,13594
10774,13650
10775,13816
10776,13972
10777,13991
10778,13999
10779,14004
10780,14005
10781,14025
10782,14051
10783,14081
10784,14097
10785,14111
10786,14142
10787,14173
10788,14214
10789,14388
10790,14519
10791,14523
10792,14543
10793,14613
10794,14672
10795,14675
10796,14697
10797,14863
10798,14875
10799,14900
10800,15052
10801,15057
10802,15071
10803,15132
10804,15169
10805,15204
10806,15357
10807,15397
10808,15427
10809,15440
10810,15456
10811,15526
10812,15689
10813,15725
10814,15798
10815,15808
10816,15854
10817,15883
10818,15980
10819,16103
10820,16116
10821,16137
10822,16140
10823,16349
10824,16366
10825,16424
10826,16469
10827,16519
10828,16592
10829,16723
10830,16728
10831,16802
10832,16811
10833,16813
10834,16861
10835,16877
10836,16899
10837,16938
10838,16994
10839,16997
10840,17014
10841,17057
10842,17063
10843,17101
10844,17109
10845,17115
10846,17167
10847,17182
10848,17214
10849,17293
10850,17315
10851,17345
10852,17374
10853,17393
10854,17401
10855,17432
10856,17443
10857,17468
10858,17506
10859,17519
10860,17532
10861,17538
10862,17573
10863,17578
10864,17666
10865,17675
10866,17695
10867,17735
10868,17744
10869,17814
10870,17838
10871,17845
10872,17951
10873,18013
10874,18064
10875,18096
10876,18106
10877,18244
10878,18246
10879,18309
10880,18310
10881,18333
10882,18374
10883,18378
10884,18457
10885,18496
10886,18501
10887,18546
10888,18579
10889,18584
10890,18656
10891,18690
10892,18731
10893,18829
10894,18897
10895,19020
10896,19023
10897,19129
10898,19272
10899,19292
10900,19298
10901,19413
10902,19427
10903,19434
10904,19461
10905,19504
10906,19587
10907,19589
10908,19642
10909,19649
10910,19694
10911,19705
10912,19718
10913,19790
10914,19805
10915,19812
10916,19836
10917,19879
10918,19882
10919,19892
10920,19968
10921,19969
10922,19978
10923,20094
10924,20122
10925,20151
10926,20153
10927,20165
10928,20179
10929,20215
10930,10036
10931,10192
10932,10291
10933,10301
10934,10466
10935,10501
10936,10590
10937,10663
10938,10696
10939,10796
10940,10831
10941,10876
10942,10908
10943,10986
10944,11003
10945,11058
10946,11059
10947,11083
10948,11085
10949,11102
10950,11133
10951,11335
10952,11447
10953,11517
10954,11521
10955,11646
10956,11659
10957,11664
10958,11704
10959,11737
10960,11921
10961,11958
10962,12049
10963,12064
10964,12091
10965,12140
10966,12192
10967,12226
10968,12248
10969,12259
10970,12325
10971,12327
10972,12344
10973,12398
10974,12443
10975,12455
10976,12495
10977,12593
10978,12613
10979,12654
10980,12657
10981,12668
10982,12682
10983,12701
10984,12829
10985,12904
10986,12952
10987,13002
10988,13108
10989,13189
10990,13198
10991,13228
10992,13262
10993,13483
10994,13496
10995,13540
10996,13543
10997,13643
10998,13675
10999,13790
11000,13811
11001,13831
11002,14022
11003,14096
11004,14161
11005,14251
11006,14286
11007,14304
11008,14379
11009,14444
11010,14513
11011,14695
11012,14831
11013,14921
11014,15264
11015,15306
11016,15323
11017,15336
11018,15389
11019,15429
11020,15468
11021,15699
11022,15776
11023,15840
11024,15847
11025,15948
11026,16102
11027,16173
11028,16233
11029,16280
11030,16335
11031,16380
11032,16393
11033,16400
11034,16492
11035,16526
11036,16631
11037,16643
11038,16710
11039,17070
11040,17250
11041,17305
11042,17350
11043,17387
11044,17455
11045,17491
11046,17611
11047,17797
11048,17833
11049,17895
11050,18218
11051,18313
11052,18327
11053,18348
11054,18415
11055,18471
11056,18654
11057,18764
11058,18984
11059,19008
11060,19081
11061,19173
11062,19302
11063,19390
11064,19401
11065,19457
11066,19498
11067,19506
11068,19508
11069,19519
11070,19551
11071,19562
11072,19680
11073,19740
11074,19819
11075,19947
11076,19974
11077,20045
11078,20096
11079,20140
11080,20169
11081,10036
11082,10192
11083,10291
11084,10301
11085,10466
11086,10501
11087,10590
11088,10663
11089,10696
11090,10796
11091,10831
11092,10876
11093,10908
11094,10986
11095,11003
11096,11058
11097,11059
11098,11083
11099,11085
11100,11102
11101,11133
11102,11335
11103,11447
11104,11517
11105,11521
11106,11646
11107,11659
11108,11664
11109,11704
11110,11737
11111,11921
11112,11958
11113,12049
11114,12064
11115,12091
11116,12140
11117,12192
11118,12226
11119,12248
11120,12259
11121,12325
11122,12327
11123,12344
11124,12398
11125,12443
11126,12455
11127,12495
11128,12593
11129,12613
11130,12654
11131,12657
11132,12668
11133,12682
11134,12701
11135,12829
11136,12904
11137,12952
11138,13002
11139,13108
11140,13189
11141,13198
11142,13228
11143,13262
11144,13483
11145,13496
11146,13540
11147,13543
11148,13643
11149,13675
11150,13790
11151,13811
11152,13831
11153,14022
11154,14096
11155,14161
11156,14251
11157,14286
11158,14304
11159,14379
11160,14444
11161,14513
11162,14695
11163,14831
11164,14921
11165,15264
11166,15306
11167,15323
11168,15336
11169,15389
11170,15429
11171,15468
11172,15699
11173,15776
11174,15840
11175,15847
11176,15948
11177,16102
11178,16173
11179,16233
11180,16280
11181,16335
11182,16380
11183,16393
11184,16400
11185,16492
11186,16526
11187,16631
11188,16643
11189,16710
11190,17070
11191,17250
11192,17305
11193,17350
11194,17387
11195,17455
11196,17491
11197,17611
11198,17797
11199,17833
11200,17895
11201,18218
11202,18313
11203,18327
11204,18348
11205,18415
11206,18471
11207,18654
11208,18764
11209,18984
11210,19008
11211,19081
11212,19173
11213,19302
11214,19390
11215,19401
11216,19457
11217,19498
11218,19506
11219,19508
11220,19519
11221,19551
11222,19562
11223,19680
11224,19740
11225,19819
11226,19947
11227,19974
11228,20045
11229,20096
11230,20140
11231,20169
11232,10037
11233,10065
11234,10104
11235,10134
11236,10167
11237,10173
11238,10236
11239,10258
11240,10282
11241,10289
11242,10342
11243,10625
11244,10662
11245,10767
11246,10875
11247,10939
11248,10995
11249,11015
11250,11103
11251,11126
11252,11319
11253,11464
11254,11893
11255,11978
11256,11990
11257,12387
11258,12579
11259,12870
11260,12886
11261,12981
11262,13033
11263,13267
11264,13270
11265,13313
11266,13320
11267,13455
11268,13555
11269,13582
11270,13683
11271,13743
11272,13767
11273,13782
11274,13819
11275,13865
11276,14141
11277,14257
11278,14295
11279,14306
11280,14542
11281,14694
11282,14734
11283,14742
11284,14761
11285,14815
11286,14844
11287,14929
11288,15004
11289,15024
11290,15031
11291,15034
11292,15259
11293,15275
11294,15292
11295,15463
11296,15692
11297,15763
11298,16066
11299,16235
11300,16240
11301,16307
11302,16375
11303,16614
11304,16633
11305,16645
11306,17071
11307,17171
11308,17189
11309,17322
11310,17544
11311,17848
11312,17984
11313,18048
11314,18190
11315,18220
11316,18319
11317,18433
11318,18454
11319,18466
11320,18661
11321,18860
11322,18995
11323,19009
11324,19019
11325,19064
11326,19515
11327,19532
11328,19634
11329,19688
11330,19745
11331,19749
11332,19848
11333,19860
11334,19867
11335,19883
11336,19890
11337,19970
11338,20219
11339,20224
11340,10037
11341,10065
11342,10104
11343,10134
11344,10167
11345,10173
11346,10236
11347,10258
11348,10282
11349,10289
11350,10342
11351,10625
11352,10662
11353,10767
11354,10875
11355,10939
11356,10995
11357,11015
11358,11103
11359,11126
11360,11319
11361,11464
11362,11893
11363,11978
11364,11990
11365,12387
11366,12579
11367,12870
11368,12886
11369,12981
11370,13033
11371,13267
11372,13270
11373,13313
11374,13320
11375,13455
11376,13555
11377,13582
11378,13683
11379,13743
11380,13767
11381,13782
11382,13819
11383,13865
11384,14141
11385,14257
11386,14295
11387,14306
11388,14542
11389,14694
11390,14734
11391,14742
11392,14761
11393,14815
11394,14844
11395,14929
11396,15004
11397,15024
11398,15031
11399,15034
11400,15259
11401,15275
11402,15292
11403,15463
11404,15692
11405,15763
11406,16066
11407,16235
11408,16240
11409,16307
11410,16375
11411,16614
11412,16633
11413,16645
11414,17071
11415,17171
11416,17189
11417,17322
11418,17544
11419,17848
11420,17984
11421,18048
11422,18190
11423,18220
11424,18319
11425,18433
11426,18454
11427,18466
11428,18661
11429,18860
11430,18995
11431,19009
11432,19019
11433,19064
11434,19515
11435,19532
11436,19634
11437,19688
11438,19745
11439,19749
11440,19848
11441,19860
11442,19867
11443,19883
11444,19890
11445,19970
11446,20219
11447,20224
11448,10038
11449,10092
11450,10458
11451,10485
11452,10488
11453,10503
11454,10681
11455,10757
11456,10784
11457,11114
11458,11286
11459,11369
11460,11686
11461,11714
11462,11728
11463,11768
11464,12625
11465,12942
11466,12992
11467,13043
11468,13044
11469,13107
11470,13602
11471,13747
11472,13908
11473,14088
11474,14415
11475,14785
11476,14933
11477,15506
11478,15648
11479,15765
11480,15788
11481,15896
11482,15943
11483,15958
11484,16006
11485,16057
11486,16058
11487,16090
11488,16352
11489,16427
11490,16484
11491,16748
11492,16999
11493,17981
11494,18073
11495,18093
11496,18105
11497,18247
11498,18831
11499,18892
11500,19350
11501,19369
11502,19432
11503,19550
11504,19763
11505,19897
11506,20048
11507,10038
11508,10092
11509,10458
11510,10485
11511,10488
11512,10503
11513,10681
11514,10757
11515,10784
11516,11114
11517,11286
11518,11369
11519,11686
11520,11714
11521,11728
11522,11768
11523,12625
11524,12942
11525,12992
11526,13043
11527,13044
11528,13107
11529,13602
11530,13747
11531,13908
11532,14088
11533,14415
11534,14785
11535,14933
11536,15506
11537,15648
11538,15765
11539,15788
11540,15896
11541,15943
11542,15958
11543,16006
11544,16057
11545,16058
11546,16090
11547,16352
11548,16427
11549,16484
11550,16748
11551,16999
11552,17981
11553,18073
11554,18093
11555,18105
11556,18247
11557,18831
11558,18892
11559,19350
11560,19369
11561,19432
11562,19550
11563,19763
11564,19897
11565,20048
11566,10040
11567,10421
11568,10593
11569,10704
11570,11132
11571,11311
11572,11442
11573,11558
11574,11579
11575,11604
11576,12093
11577,12352
11578,12458
11579,12575
11580,13137
11581,13366
11582,13426
11583,13488
11584,13612
11585,13642
11586,14099
11587,14101
11588,14106
11589,14764
11590,15212
11591,15270
11592,15318
11593,15653
11594,15698
11595,15900
11596,16237
11597,16329
11598,16656
11599,16898
11600,17260
11601,17953
11602,18560
11603,18867
11604,19013
11605,19481
11606,19594
11607,19743
11608,19917
11609,20061
11610,20239
11611,10040
11612,10421
11613,10593
11614,10704
11615,11132
11616,11311
11617,11442
11618,11558
11619,11579
11620,11604
11621,12093
11622,12352
11623,12458
11624,12575
11625,13137
11626,13366
11627,13426
11628,13488
11629,13612
11630,13642
11631,14099
11632,14101
11633,14106
11634,14764
11635,15212
11636,15270
11637,15318
11638,15653
11639,15698
11640,15900
11641,16237
11642,16329
11643,16656
11644,16898
11645,17260
11646,17953
11647,18560
11648,18867
11649,19013
11650,19481
11651,19594
11652,19743
11653,19917
11654,20061
11655,20239
11656,10043
11657,10147
11658,10233
11659,10271
11660,10283
11661,10314
11662,10339
11663,10394
11664,10450
11665,10470
11666,10534
11667,10569
11668,10574
11669,10684
11670,10699
11671,10710
11672,10720
11673,10738
11674,10799
11675,10802
11676,10813
11677,10900
11678,11041
11679,11147
11680,11262
11681,11322
11682,11373
11683,11421
11684,11440
11685,11536
11686,11545
11687,11573
11688,11653
11689,11703
11690,11771
11691,11784
11692,11860
11693,11939
11694,12024
11695,12051
11696,12079
11697,12159
11698,12221
11699,12268
11700,12294
11701,12297
11702,12425
11703,12577
11704,12585
11705,12626
11706,12875
11707,12925
11708,12926
11709,12943
11710,12963
11711,12989
11712,13004
11713,13101
11714,13161
11715,13258
11716,13274
11717,13277
11718,13306
11719,13324
11720,13361
11721,13465
11722,13466
11723,13473
11724,13553
11725,13562
11726,13570
11727,13584
11728,13589
11729,13621
11730,13626
11731,13641
11732,13689
11733,13849
11734,13854
11735,13892
11736,13949
11737,13983
11738,14000
11739,14023
11740,14044
11741,14068
11742,14089
11743,14149
11744,14164
11745,14397
11746,14402
11747,14442
11748,14461
11749,14496
11750,14518
11751,14531
11752,14541
11753,14630
11754,14648
11755,14655
11756,14925
11757,14953
11758,14966
11759,15012
11760,15217
11761,15297
11762,15362
11763,15387
11764,15469
11765,15508
11766,15534
11767,15594
11768,15656
11769,15675
11770,15682
11771,16001
11772,16019
11773,16036
11774,16040
11775,16104
11776,16163
11777,16192
11778,16322
11779,16435
11780,16462
11781,16538
11782,16542
11783,16551
11784,16588
11785,16700
11786,16725
11787,16789
11788,16834
11789,16841
11790,16882
11791,16894
11792,16917
11793,17029
11794,17048
11795,17056
11796,17083
11797,17110
11798,17133
11799,17150
11800,17152
11801,17211
11802,17289
11803,17403
11804,17588
11805,17597
11806,17936
11807,17968
11808,17971
11809,18002
11810,18083
11811,18295
11812,18298
11813,18355
11814,18372
11815,18391
11816,18400
11817,18477
11818,18495
11819,18541
11820,18567
11821,18625
11822,18674
11823,18763
11824,18770
11825,18837
11826,18937
11827,18965
11828,19029
11829,19118
11830,19146
11831,19158
11832,19218
11833,19241
11834,19294
11835,19341
11836,19449
11837,19517
11838,19554
11839,19564
11840,19573
11841,19583
11842,19673
11843,19774
11844,19800
11845,19870
11846,19919
11847,19987
11848,20001
11849,20015
11850,20042
11851,20068
11852,20075
11853,20141
11854,20198
11855,10043
11856,10147
11857,10233
11858,10271
11859,10283
11860,10314
11861,10339
11862,10394
11863,10450
11864,10470
11865,10534
11866,10569
11867,10574
11868,10684
11869,10699
11870,10710
11871,10720
11872,10738
11873,10799
11874,10802
11875,10813
11876,10900
11877,11041
11878,11147
11879,11262
11880,11322
11881,11373
11882,11421
11883,11440
11884,11536
11885,11545
11886,11573
11887,11653
11888,11703
11889,11771
11890,11784
11891,11860
11892,11939
11893,12024
11894,12051
11895,12079
11896,12159
11897,12221
11898,12268
11899,12294
11900,12297
11901,12425
11902,12577
11903,12585
11904,12626
11905,12875
11906,12925
11907,12926
11908,12943
11909,12963
11910,12989
11911,13004
11912,13101
11913,13161
11914,13258
11915,13274
11916,13277
11917,13306
11918,13324
11919,13361
11920,13465
11921,13466
11922,13473
11923,13553
11924,13562
11925,13570
11926,13584
11927,13589
11928,13621
11929,13626
11930,13641
11931,13689
11932,13849
11933,13854
11934,13892
11935,13949
11936,13983
11937,14000
11938,14023
11939,14044
11940,14068
11941,14089
11942,14149
11943,14164
11944,14397
11945,14402
11946,14442
11947,14461
11948,14496
11949,14518
11950,14531
11951,14541
11952,14630
11953,14648
11954,14655
11955,14925
11956,14953
11957,14966
11958,15012
11959,15217
11960,15297
11961,15362
11962,15387
11963,15469
11964,15508
11965,15534
11966,15594
11967,15656
11968,15675
11969,15682
11970,16001
11971,16019
11972,16036
11973,16040
11974,16104
11975,16163
11976,16192
11977,16322
11978,16435
11979,16462
11980,16538
11981,16542
11982,16551
11983,16588
11984,16700
11985,16725
11986,16789
11987,16834
11988,16841
11989,16882
11990,16894
11991,16917
11992,17029
11993,17048
11994,17056
11995,17083
11996,17110
11997,17133
11998,17150
11999,17152
12000,17211
12001,17289
12002,17403
12003,17588
12004,17597
12005,17936
12006,17968
12007,17971
12008,18002
12009,18083
12010,18295
12011,18298
12012,18355
12013,18372
12014,18391
12015,18400
12016,18477
12017,18495
12018,18541
12019,18567
12020,18625
12021,18674
12022,18763
12023,18770
12024,18837
12025,18937
12026,18965
12027,19029
12028,19118
12029,19146
12030,19158
12031,19218
12032,19241
12033,19294
12034,19341
12035,19449
12036,19517
12037,19554
12038,19564
12039,19573
12040,19583
12041,19673
12042,19774
12043,19800
12044,19870
12045,19919
12046,19987
12047,20001
12048,20015
12049,20042
12050,20068
12051,20075
12052,20141
12053,20198
12054,10045
12055,10350
12056,10379
12057,10423
12058,10529
12059,10763
12060,10794
12061,10838
12062,11062
12063,11123
12064,11360
12065,11367
12066,11504
12067,11674
12068,11971
12069,11973
12070,12298
12071,12307
12072,12330
12073,12392
12074,12405
12075,12512
12076,12568
12077,12644
12078,12751
12079,12793
12080,13085
12081,13351
12082,13597
12083,13783
12084,14140
12085,14189
12086,14324
12087,14347
12088,14428
12089,14537
12090,14642
12091,14664
12092,14980
12093,15025
12094,15141
12095,15241
12096,15477
12097,15721
12098,15872
12099,15976
12100,16117
12101,16133
12102,16175
12103,16186
12104,16262
12105,16282
12106,16338
12107,16377
12108,16690
12109,16770
12110,16779
12111,16781
12112,17261
12113,17361
12114,17689
12115,17754
12116,17796
12117,17996
12118,18280
12119,18537
12120,18639
12121,18739
12122,18907
12123,18961
12124,19007
12125,19187
12126,19447
12127,19798
12128,20150
12129,20201
12130,10045
12131,10350
12132,10379
12133,10423
12134,10529
12135,10763
12136,10794
12137,10838
12138,11062
12139,11123
12140,11360
12141,11367
12142,11504
12143,11674
12144,11971
12145,11973
12146,12298
12147,12307
12148,12330
12149,12392
12150,12405
12151,12512
12152,12568
12153,12644
12154,12751
12155,12793
12156,13085
12157,13351
12158,13597
12159,13783
12160,14140
12161,14189
12162,14324
12163,14347
12164,14428
12165,14537
12166,14642
12167,14664
12168,14980
12169,15025
12170,15141
12171,15241
12172,15477
12173,15721
12174,15872
12175,15976
12176,16117
12177,16133
12178,16175
12179,16186
12180,16262
12181,16282
12182,16338
12183,16377
12184,16690
12185,16770
12186,16779
12187,16781
12188,17261
12189,17361
12190,17689
12191,17754
12192,17796
12193,17996
12194,18280
12195,18537
12196,18639
12197,18739
12198,18907
12199,18961
12200,19007
12201,19187
12202,19447
12203,19798
12204,20150
12205,20201
12206,10046
12207,10072
12208,10096
12209,10156
12210,10329
12211,10349
12212,10373
12213,10384
12214,10434
12215,10451
12216,10516
12217,10557
12218,10559
12219,10596
12220,10629
12221,10695
12222,10715
12223,10721
12224,10727
12225,10762
12226,10769
12227,10781
12228,10825
12229,10901
12230,10918
12231,10980
12232,11049
12233,11105
12234,11139
12235,11184
12236,11228
12237,11243
12238,11300
12239,11384
12240,11392
12241,11402
12242,11423
12243,11425
12244,11515
12245,11529
12246,11576
12247,11590
12248,11645
12249,11726
12250,11733
12251,11754
12252,11798
12253,11801
12254,11829
12255,11834
12256,11847
12257,11875
12258,11884
12259,11890
12260,11892
12261,11908
12262,11915
12263,11937
12264,12056
12265,12057
12266,12074
12267,12101
12268,12107
12269,12193
12270,12229
12271,12292
12272,12337
12273,12371
12274,12395
12275,12423
12276,12462
12277,12523
12278,12543
12279,12545
12280,12548
12281,12560
12282,12601
12283,12627
12284,12647
12285,12650
12286,12689
12287,12717
12288,12771
12289,12795
12290,12798
12291,12799
12292,12810
12293,12851
12294,12890
12295,12892
12296,12912
12297,12977
12298,12991
12299,13053
12300,13077
12301,13082
12302,13091
12303,13092
12304,13190
12305,13193
12306,13196
12307,13205
12308,13206
12309,13476
12310,13486
12311,13504
12312,13523
12313,13585
12314,13625
12315,13651
12316,13756
12317,13763
12318,13784
12319,13795
12320,13798
12321,13853
12322,13882
12323,13915
12324,13939
12325,13959
12326,13970
12327,13979
12328,14038
12329,14052
12330,14075
12331,14107
12332,14122
12333,14134
12334,14138
12335,14166
12336,14201
12337,14207
12338,14220
12339,14236
12340,14272
12341,14287
12342,14330
12343,14334
12344,14337
12345,14351
12346,14359
12347,14383
12348,14399
12349,14407
12350,14443
12351,14562
12352,14564
12353,14609
12354,14628
12355,14673
12356,14732
12357,14748
12358,14753
12359,14776
12360,14808
12361,14811
12362,14834
12363,14836
12364,14848
12365,14871
12366,14873
12367,14878
12368,14964
12369,15001
12370,15063
12371,15087
12372,15101
12373,15105
12374,15116
12375,15198
12376,15307
12377,15311
12378,15312
12379,15353
12380,15373
12381,15377
12382,15386
12383,15402
12384,15476
12385,15480
12386,15535
12387,15601
12388,15606
12389,15668
12390,15672
12391,15676
12392,15737
12393,15819
12394,15903
12395,15921
12396,15929
12397,15982
12398,16032
12399,16069
12400,16129
12401,16189
12402,16208
12403,16219
12404,16226
12405,16228
12406,16290
12407,16346
12408,16357
12409,16382
12410,16414
12411,16513
12412,16522
12413,16621
12414,16651
12415,16657
12416,16671
12417,16722
12418,16753
12419,16756
12420,16771
12421,16774
12422,16823
12423,16826
12424,16848
12425,16857
12426,16897
12427,16943
12428,16957
12429,17000
12430,17018
12431,17032
12432,17054
12433,17068
12434,17089
12435,17106
12436,17177
12437,17196
12438,17252
12439,17314
12440,17383
12441,17447
12442,17488
12443,17499
12444,17540
12445,17594
12446,17771
12447,17802
12448,17815
12449,17821
12450,17826
12451,17855
12452,17860
12453,17869
12454,17904
12455,17921
12456,17932
12457,17966
12458,18025
12459,18033
12460,18041
12461,18045
12462,18164
12463,18167
12464,18193
12465,18231
12466,18245
12467,18357
12468,18368
12469,18394
12470,18404
12471,18485
12472,18618
12473,18636
12474,18664
12475,18734
12476,18738
12477,18747
12478,18761
12479,18782
12480,18787
12481,18822
12482,18856
12483,18871
12484,18894
12485,18923
12486,18943
12487,18948
12488,18977
12489,18978
12490,19049
12491,19052
12492,19221
12493,19237
12494,19244
12495,19251
12496,19274
12497,19285
12498,19307
12499,19359
12500,19367
12501,19383
12502,19403
12503,19412
12504,19431
12505,19456
12506,19484
12507,19522
12508,19540
12509,19592
12510,19624
12511,19676
12512,19704
12513,19720
12514,19748
12515,19750
12516,19756
12517,19782
12518,19823
12519,19833
12520,19861
12521,19868
12522,19908
12523,19923
12524,19954
12525,19996
12526,20031
12527,20063
12528,20105
12529,20121
12530,20129
12531,20142
12532,20167
12533,20208
12534,20223
12535,20229
12536,20238
12537,10046
12538,10072
12539,10096
12540,10156
12541,10329
12542,10349
12543,10373
12544,10384
12545,10434
12546,10451
12547,10516
12548,10557
12549,10559
12550,10596
12551,10629
12552,10695
12553,10715
12554,10721
12555,10727
12556,10762
12557,10769
12558,10781
12559,10825
12560,10901
12561,10918
12562,10980
12563,11049
12564,11105
12565,11139
12566,11184
12567,11228
12568,11243
12569,11300
12570,11384
12571,11392
12572,11402
12573,11423
12574,11425
12575,11515
12576,11529
12577,11576
12578,11590
12579,11645
12580,11726
12581,11733
12582,11754
12583,11798
12584,11801
12585,11829
12586,11834
12587,11847
12588,11875
12589,11884
12590,11890
12591,11892
12592,11908
12593,11915
12594,11937
12595,12056
12596,12057
12597,12074
12598,12101
12599,12107
12600,12193
12601,12229
12602,12292
12603,12337
12604,12371
12605,12395
12606,12423
12607,12462
12608,12523
12609,12543
12610,12545
12611,12548
12612,12560
12613,12601
12614,12627
12615,12647
12616,12650
12617,12689
12618,12717
12619,12771
12620,12795
12621,12798
12622,12799
12623,12810
12624,12851
12625,12890
12626,12892
12627,12912
12628,12977
12629,12991
12630,13053
12631,13077
12632,13082
12633,13091
12634,13092
12635,13190
12636,13193
12637,13196
12638,13205
12639,13206
12640,13476
12641,13486
12642,13504
12643,13523
12644,13585
12645,13625
12646,13651
12647,13756
12648,13763
12649,13784
12650,13795
12651,13798
12652,13853
12653,13882
12654,13915
12655,13939
12656,13959
12657,13970
12658,13979
12659,14038
12660,14052
12661,14075
12662,14107
12663,14122
12664,14134
12665,14138
12666,14166
12667,14201
12668,14207
12669,14220
12670,14236
12671,14272
12672,14287
12673,14330
12674,14334
12675,14337
12676,14351
12677,14359
12678,14383
12679,14399
12680,14407
12681,14443
12682,14562
12683,14564
12684,14609
12685,14628
12686,14673
12687,14732
12688,14748
12689,14753
12690,14776
12691,14808
12692,14811
12693,14834
12694,14836
12695,14848
12696,14871
12697,14873
12698,14878
12699,14964
12700,15001
12701,15063
12702,15087
12703,15101
12704,15105
12705,15116
12706,15198
12707,15307
12708,15311
12709,15312
12710,15353
12711,15373
12712,15377
12713,15386
12714,15402
12715,15476
12716,15480
12717,15535
12718,15601
12719,15606
12720,15668
12721,15672
12722,15676
12723,15737
12724,15819
12725,15903
12726,15921
12727,15929
12728,15982
12729,16032
12730,16069
12731,16129
12732,16189
12733,16208
12734,16219
12735,16226
12736,16228
12737,16290
12738,16346
12739,16357
12740,16382
12741,16414
12742,16513
12743,16522
12744,16621
12745,16651
12746,16657
12747,16671
12748,16722
12749,16753
12750,16756
12751,16771
12752,16774
12753,16823
12754,16826
12755,16848
12756,16857
12757,16897
12758,16943
12759,16957
12760,17000
12761,17018
12762,17032
12763,17054
12764,17068
12765,17089
12766,17106
12767,17177
12768,17196
12769,17252
12770,17314
12771,17383
12772,17447
12773,17488
12774,17499
12775,17540
12776,17594
12777,17771
12778,17802
12779,17815
12780,17821
12781,17826
12782,17855
12783,17860
12784,17869
12785,17904
12786,17921
12787,17932
12788,17966
12789,18025
12790,18033
12791,18041
12792,18045
12793,18164
12794,18167
12795,18193
12796,18231
12797,18245
12798,18357
12799,18368
12800,18394
12801,18404
12802,18485
12803,18618
12804,18636
12805,18664
12806,18734
12807,18738
12808,18747
12809,18761
12810,18782
12811,18787
12812,18822
12813,18856
12814,18871
12815,18894
12816,18923
12817,18943
12818,18948
12819,18977
12820,18978
12821,19049
12822,19052
12823,19221
12824,19237
12825,19244
12826,19251
12827,19274
12828,19285
12829,19307
12830,19359
12831,19367
12832,19383
12833,19403
12834,19412
12835,19431
12836,19456
12837,19484
12838,19522
12839,19540
12840,19592
12841,19624
12842,19676
12843,19704
12844,19720
12845,19748
12846,19750
12847,19756
12848,19782
12849,19823
12850,19833
12851,19861
12852,19868
12853,19908
12854,19923
12855,19954
12856,19996
12857,20031
12858,20063
12859,20105
12860,20121
12861,20129
12862,20142
12863,20167
12864,20208
12865,20223
12866,20229
12867,20238
12868,10047
12869,10266
12870,10372
12871,10391
12872,10519
12873,10647
12874,10679
12875,10836
12876,10871
12877,10907
12878,10959
12879,10998
12880,11215
12881,11225
12882,11301
12883,11472
12884,11563
12885,11758
12886,11885
12887,11938
12888,12076
12889,12104
12890,12112
12891,12117
12892,12138
12893,12588
12894,12603
12895,12716
12896,12770
12897,12820
12898,12836
12899,13431
12900,13514
12901,13529
12902,13586
12903,13631
12904,13634
12905,13752
12906,13832
12907,14118
12908,14170
12909,14178
12910,14222
12911,14285
12912,14318
12913,14394
12914,14427
12915,14440
12916,14575
12917,14645
12918,14647
12919,14710
12920,14736
12921,14777
12922,14839
12923,14867
12924,15048
12925,15098
12926,15123
12927,15231
12928,15293
12929,15343
12930,15392
12931,15409
12932,15414
12933,15435
12934,15445
12935,15511
12936,15512
12937,15528
12938,15554
12939,15635
12940,15768
12941,15769
12942,15809
12943,15967
12944,15999
12945,16099
12946,16193
12947,16278
12948,16401
12949,16408
12950,16410
12951,16599
12952,16697
12953,16758
12954,16772
12955,16801
12956,16806
12957,16829
12958,16830
12959,16831
12960,16872
12961,16922
12962,17016
12963,17053
12964,17091
12965,17161
12966,17165
12967,17221
12968,17225
12969,17242
12970,17370
12971,17568
12972,17654
12973,17988
12974,18019
